sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
HN002-T2	SLC19A2	1	169433147	169455241	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	88	8	FALSE	DIPLOID	PASS
HN002-T2	SLC19A3	2	228548479	228582747	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	138	23	FALSE	DIPLOID	PASS
HN002-T2	SLC1A1	9	4490444	4587469	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	387	69	FALSE	HETLOSS	PASS
HN002-T2	SLC1A2	11	35272752	35441610	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	675	68	FALSE	DIPLOID	PASS
HN002-T2	SLC1A3	5	36606457	36688436	FALSE	10	-0.0431379801373945	3	10959995	52634300	1	2	1	1	2	1	41674305	1	113	327	58	FALSE	DIPLOID	PASS
HN002-T2	SLC1A4	2	65215611	65250999	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	141	26	FALSE	DIPLOID	PASS
HN002-T2	SLC1A5	19	47278140	47291851	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	55	15	FALSE	DIPLOID	PASS
HN002-T2	SLC1A6	19	15060846	15133802	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	291	128	FALSE	DIPLOID	PASS
HN002-T2	SLC1A7	1	53552851	53608304	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	216	4	FALSE	DIPLOID	PASS
HN002-T2	SLC20A1	2	113403434	113421404	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	71	7	FALSE	DIPLOID	PASS
HN002-T2	SLC20A2	8	42273993	42397069	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	493	43	FALSE	GAIN	PASS
HN002-T2	SLC22A1	6	160542821	160579750	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	148	21	FALSE	GAIN	PASS
HN002-T2	SLC22A10	11	62905339	63137190	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	927	19	FALSE	DIPLOID	PASS
HN002-T2	SLC22A11	11	64323098	64340347	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	69	7	FALSE	DIPLOID	PASS
HN002-T2	SLC22A12	11	64358113	64369825	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	47	16	FALSE	DIPLOID	PASS
HN002-T2	SLC22A13	3	38307303	38320248	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	52	11	FALSE	HETLOSS	PASS
HN002-T2	SLC22A14	3	38323785	38360066	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	144	13	FALSE	HETLOSS	PASS
HN002-T2	SLC22A15	1	116519119	116612675	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	374	64	FALSE	DIPLOID	PASS
HN002-T2	SLC22A16	6	110745890	110797844	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	208	55	FALSE	GAIN	PASS
HN002-T2	SLC22A17	14	23815515	23822121	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	27	1	FALSE	DIPLOID	PASS
HN002-T2	SLC22A18	11	2920951	2946476	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	100	18	FALSE	DIPLOID	PASS
HN002-T2	SLC22A18AS	11	2909010	2924970	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	63	12	FALSE	DIPLOID	PASS
HN002-T2	SLC22A2	6	160592093	160698670	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	426	35	FALSE	GAIN	PASS
HN002-T2	SLC22A23	6	3269196	3457256	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	751	164	FALSE	GAIN	PASS
HN002-T2	SLC22A24	11	62847412	62911693	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	256	10	FALSE	DIPLOID	PASS
HN002-T2	SLC22A25	11	62931248	62997124	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	264	2	FALSE	DIPLOID	PASS
HN002-T2	SLC22A3	6	160769300	160873613	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	417	102	FALSE	GAIN	PASS
HN002-T2	SLC22A31	16	89262169	89268072	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	24	6	FALSE	DIPLOID	PASS
HN002-T2	SLC22A4	5	131630136	131679899	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	199	1	FALSE	DIPLOID	PASS
HN002-T2	SLC22A5	5	131705444	131731306	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	104	0	FALSE	DIPLOID	PASS
HN002-T2	SLC22A6	11	62703857	62752455	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	194	27	FALSE	DIPLOID	PASS
HN002-T2	SLC22A7	6	43263432	43273276	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	40	0	FALSE	GAIN	PASS
HN002-T2	SLC22A8	11	62756626	62783311	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	107	17	FALSE	DIPLOID	PASS
HN002-T2	SLC22A9	11	63137261	63177766	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	162	6	FALSE	DIPLOID	PASS
HN002-T2	SLC23A1	5	138702885	138720242	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	70	1	FALSE	DIPLOID	PASS
HN002-T2	SLC23A2	20	4833002	4990939	FALSE	34	-0.0276157496237487	6	60500	62964366	1	2	1	1	2	1	62903866	1	554	631	87	FALSE	DIPLOID	PASS
HN002-T2	SLC23A3	2	220026187	220034817	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	35	0	FALSE	DIPLOID	PASS
HN002-T2	SLC24A1	15	65903704	65953333	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	199	3	FALSE	DIPLOID	PASS
HN002-T2	SLC24A2	9	19507450	19786926	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	1117	100	FALSE	HETLOSS	PASS
HN002-T2	SLC24A3	20	19193290	19703581	FALSE	34	-0.0276157496237487	6	60500	62964366	1	2	1	1	2	1	62903866	1	554	2039	279	FALSE	DIPLOID	PASS
HN002-T2	SLC24A4	14	92788925	92967827	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	715	231	FALSE	DIPLOID	PASS
HN002-T2	SLC24A5	15	48413169	48434869	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	86	0	FALSE	DIPLOID	PASS
HN002-T2	SLC25A1	22	19163088	19166343	FALSE	36	-0.0212859013700162	9	16050500	51209250	1	2	1	1	2	1	35158750	1	449	13	4	FALSE	DIPLOID	PASS
HN002-T2	SLC25A10	17	79679266	79688046	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	35	0	FALSE	DIPLOID	PASS
HN002-T2	SLC25A11	17	4840425	4843546	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	12	1	FALSE	DIPLOID	PASS
HN002-T2	SLC25A12	2	172640880	172864766	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	895	68	FALSE	DIPLOID	PASS
HN002-T2	SLC25A13	7	95749532	95951459	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	809	41	FALSE	GAIN	PASS
HN002-T2	SLC25A14	23	129473862	129507335	FALSE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	128	0	FALSE	INDETERMINATE	PASS
HN002-T2	SLC25A15	13	41363548	41384247	FALSE	27	-0.0405463752888811	5	19020550	115095705	1	2	1	1	2	1	96075155	1	326	83	22	FALSE	DIPLOID	PASS
HN002-T2	SLC25A16	10	70237756	70287231	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	198	2	FALSE	HETLOSS	PASS
HN002-T2	SLC25A17	22	41165634	41215403	FALSE	36	-0.0212859013700162	9	16050500	51209250	1	2	1	1	2	1	35158750	1	449	200	3	FALSE	DIPLOID	PASS
HN002-T2	SLC25A18	22	18043139	18073760	FALSE	36	-0.0212859013700162	9	16050500	51209250	1	2	1	1	2	1	35158750	1	449	118	27	FALSE	DIPLOID	PASS
HN002-T2	SLC25A19	17	73269062	73285591	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	66	4	FALSE	DIPLOID	PASS
HN002-T2	SLC25A2	5	140682196	140683612	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	5	1	FALSE	DIPLOID	PASS
HN002-T2	SLC25A20	3	48894364	48936426	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	168	17	FALSE	HETLOSS	PASS
HN002-T2	SLC25A21	14	37147636	37642071	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	1977	375	FALSE	DIPLOID	PASS
HN002-T2	SLC25A22	11	790475	798333	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	31	1	FALSE	DIPLOID	PASS
HN002-T2	SLC25A23	19	6436090	6465214	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	117	26	FALSE	DIPLOID	PASS
HN002-T2	SLC25A24	1	108676658	108743471	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	252	12	FALSE	DIPLOID	PASS
HN002-T2	SLC25A25	9	130830480	130871524	FALSE	20	-0.787942861713592	2	124021254	140806250	0.832694036054616	1	0	0.832694036054616	1	0	16784996	1	286	164	2	FALSE	HETLOSS	PASS
HN002-T2	SLC25A26	3	66119285	66438540	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	872	213	FALSE	HETLOSS	PASS
HN002-T2	SLC25A27	6	46620652	46645930	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	101	16	FALSE	GAIN	PASS
HN002-T2	SLC25A28	10	101370279	101380366	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	40	0	FALSE	HETLOSS	PASS
HN002-T2	SLC25A29	14	100757448	100772884	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	62	0	FALSE	DIPLOID	PASS
HN002-T2	SLC25A3	12	98987369	99000157	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	51	1	FALSE	DIPLOID	PASS
HN002-T2	SLC25A30	13	45967451	45992590	FALSE	27	-0.0405463752888811	5	19020550	115095705	1	2	1	1	2	1	96075155	1	326	100	0	FALSE	DIPLOID	PASS
HN002-T2	SLC25A31	4	128651533	128695454	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	176	23	FALSE	DIPLOID	PASS
HN002-T2	SLC25A32	8	104410863	104427417	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	67	15	FALSE	GAIN	PASS
HN002-T2	SLC25A33	1	9599541	9645237	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	181	3	FALSE	DIPLOID	PASS
HN002-T2	SLC25A34	1	16062900	16067891	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	19	1	FALSE	DIPLOID	PASS
HN002-T2	SLC25A35	17	8191081	8198661	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	30	1	FALSE	DIPLOID	PASS
HN002-T2	SLC25A36	3	140660672	140699803	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	156	0	FALSE	HETLOSS	PASS
HN002-T2	SLC25A37	8	23386318	23432976	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	186	68	FALSE	GAIN	PASS
HN002-T2	SLC25A38	3	39424815	39438842	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	57	17	FALSE	HETLOSS	PASS
HN002-T2	SLC25A39	17	42396993	42402238	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	21	1	FALSE	DIPLOID	PASS
HN002-T2	SLC25A4	4	186064395	186071536	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	29	0	FALSE	DIPLOID	PASS
HN002-T2	SLC25A40	7	87462883	87505672	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	171	9	FALSE	GAIN	PASS
HN002-T2	SLC25A41	19	6426048	6433790	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	30	3	FALSE	DIPLOID	PASS
HN002-T2	SLC25A42	19	19174808	19223697	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	195	4	FALSE	DIPLOID	PASS
HN002-T2	SLC25A43	23	118533023	118588441	FALSE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	178	0	FALSE	INDETERMINATE	PASS
HN002-T2	SLC25A44	1	156163723	156182587	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	75	3	FALSE	DIPLOID	PASS
HN002-T2	SLC25A45	11	65142663	65151172	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	34	1	FALSE	DIPLOID	PASS
HN002-T2	SLC25A46	5	110073837	110100861	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	108	22	FALSE	DIPLOID	PASS
HN002-T2	SLC25A47	14	100789674	100796715	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	27	6	FALSE	DIPLOID	PASS
HN002-T2	SLC25A48	5	134914892	135225459	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	1239	403	FALSE	DIPLOID	PASS
HN002-T2	SLC25A5	23	118602363	118605282	FALSE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	10	0	FALSE	INDETERMINATE	PASS
HN002-T2	SLC25A51	9	37879397	37904350	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	100	4	FALSE	HETLOSS	PASS
HN002-T2	SLC25A52	18	29339525	29340843	FALSE	32	-0.0383314816057619	3	10679	77999957	1	2	1	1	2	1	77989278	1	275	5	0	FALSE	DIPLOID	PASS
HN002-T2	SLC25A53	23	103343898	103401708	FALSE	37	0.817990165221837	14	60800	105171550	0.793183883159547	2	NA	0.793183883159547	2	NA	105110750	NA	525	205	0	FALSE	INDETERMINATE	PASS
HN002-T2	SLC25A6	23	1505045	1511617	FALSE	37	0.817990165221837	14	60800	105171550	0.793183883159547	2	NA	0.793183883159547	2	NA	105110750	NA	525	20	0	FALSE	INDETERMINATE	PASS
HN002-T2	SLC26A1	4	972861	987228	FALSE	7	-0.0173170622595446	11	596600	10719950	1	2	1	1	2	1	10123350	1	115	58	11	FALSE	DIPLOID	PASS
HN002-T2	SLC26A10	12	58013310	58019934	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	26	0	FALSE	DIPLOID	PASS
HN002-T2	SLC26A11	17	78193498	78227299	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	135	35	FALSE	DIPLOID	PASS
HN002-T2	SLC26A2	5	149340300	149373018	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	132	1	FALSE	DIPLOID	PASS
HN002-T2	SLC26A3	7	107405912	107443670	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	151	18	FALSE	GAIN	PASS
HN002-T2	SLC26A4	7	107301080	107358254	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	229	35	FALSE	GAIN	PASS
HN002-T2	SLC26A5	7	102993177	103086624	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	374	37	FALSE	GAIN	PASS
HN002-T2	SLC26A6	3	48663156	48672926	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	39	0	FALSE	HETLOSS	PASS
HN002-T2	SLC26A7	8	92221722	92410380	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	754	70	FALSE	GAIN	PASS
HN002-T2	SLC26A8	6	35911291	35992645	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	325	62	FALSE	GAIN	PASS
HN002-T2	SLC26A9	1	205882176	205912588	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	121	45	FALSE	DIPLOID	PASS
HN002-T2	SLC27A1	19	17579578	17616977	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	150	5	FALSE	DIPLOID	PASS
HN002-T2	SLC27A2	15	50474393	50528592	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	216	18	FALSE	DIPLOID	PASS
HN002-T2	SLC27A3	1	153746830	153752633	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	23	1	FALSE	DIPLOID	PASS
HN002-T2	SLC27A4	9	131102925	131123749	FALSE	20	-0.787942861713592	2	124021254	140806250	0.832694036054616	1	0	0.832694036054616	1	0	16784996	1	286	84	14	FALSE	HETLOSS	PASS
HN002-T2	SLC27A5	19	58990879	59023780	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	131	25	FALSE	DIPLOID	PASS
HN002-T2	SLC27A6	5	127873706	128369335	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	1982	449	FALSE	DIPLOID	PASS
HN002-T2	SLC28A1	15	85427885	85489027	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	245	83	FALSE	DIPLOID	PASS
HN002-T2	SLC28A2	15	45544428	45570043	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	102	0	FALSE	DIPLOID	PASS
HN002-T2	SLC28A3	9	86890372	86955598	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	260	23	FALSE	HETLOSS	PASS
HN002-T2	SLC29A1	6	44187242	44201888	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	58	0	FALSE	GAIN	PASS
HN002-T2	SLC29A2	11	66129992	66139685	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	38	7	FALSE	DIPLOID	PASS
HN002-T2	SLC29A3	10	73079015	73141180	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	248	40	FALSE	HETLOSS	PASS
HN002-T2	SLC29A4	7	5314000	5346501	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	126	25	FALSE	GAIN	PASS
HN002-T2	SLC2A1	1	43391046	43424847	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	136	38	FALSE	DIPLOID	PASS
HN002-T2	SLC2A10	20	45338126	45364986	FALSE	34	-0.0276157496237487	6	60500	62964366	1	2	1	1	2	1	62903866	1	554	107	25	FALSE	DIPLOID	PASS
HN002-T2	SLC2A11	22	24198890	24228496	FALSE	36	-0.0212859013700162	9	16050500	51209250	1	2	1	1	2	1	35158750	1	449	118	34	FALSE	DIPLOID	PASS
HN002-T2	SLC2A12	6	134309835	134373774	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	256	34	FALSE	GAIN	PASS
HN002-T2	SLC2A13	12	40148823	40499891	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	1402	201	FALSE	DIPLOID	PASS
HN002-T2	SLC2A14	12	7965108	8043744	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	314	96	FALSE	DIPLOID	PASS
HN002-T2	SLC2A2	3	170714137	170744539	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	122	2	FALSE	HETLOSS	PASS
HN002-T2	SLC2A3	12	8071826	8088871	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	68	9	FALSE	DIPLOID	PASS
HN002-T2	SLC2A4	17	7184986	7191576	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	27	4	FALSE	DIPLOID	PASS
HN002-T2	SLC2A4RG	20	62371214	62374858	FALSE	34	-0.0276157496237487	6	60500	62964366	1	2	1	1	2	1	62903866	1	554	14	7	FALSE	DIPLOID	PASS
HN002-T2	SLC2A5	1	9095166	9148537	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	213	31	FALSE	DIPLOID	PASS
HN002-T2	SLC2A6	9	136336217	136344259	FALSE	20	-0.787942861713592	2	124021254	140806250	0.832694036054616	1	0	0.832694036054616	1	0	16784996	1	286	32	0	FALSE	HETLOSS	PASS
HN002-T2	SLC2A7	1	9063359	9086404	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	91	13	FALSE	DIPLOID	PASS
HN002-T2	SLC2A8	9	130159417	130170703	FALSE	20	-0.787942861713592	2	124021254	140806250	0.832694036054616	1	0	0.832694036054616	1	0	16784996	1	286	45	1	FALSE	HETLOSS	PASS
HN002-T2	SLC2A9	4	9772777	10056560	FALSE	7	-0.0173170622595446	11	596600	10719950	1	2	1	1	2	1	10123350	1	115	1134	364	FALSE	DIPLOID	PASS
HN002-T2	SLC30A1	1	211744910	211752084	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	29	1	FALSE	DIPLOID	PASS
HN002-T2	SLC30A10	1	219858769	220131989	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	1091	234	FALSE	DIPLOID	PASS
HN002-T2	SLC30A2	1	26363743	26372624	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	36	8	FALSE	DIPLOID	PASS
HN002-T2	SLC30A3	2	27476552	27498685	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	89	4	FALSE	DIPLOID	PASS
HN002-T2	SLC30A4	15	45771809	45815005	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	173	0	FALSE	DIPLOID	PASS
HN002-T2	SLC30A5	5	68389473	68426896	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	150	42	FALSE	DIPLOID	PASS
HN002-T2	SLC30A6	2	32390910	32449448	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	234	60	FALSE	DIPLOID	PASS
HN002-T2	SLC30A7	1	101361632	101447309	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	342	59	FALSE	DIPLOID	PASS
HN002-T2	SLC30A8	8	117962512	118188953	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	905	50	FALSE	GAIN	PASS
HN002-T2	SLC30A9	4	41992489	42092474	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	401	154	FALSE	DIPLOID	PASS
HN002-T2	SLC31A1	9	115983842	116026772	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	171	21	FALSE	HETLOSS	PASS
HN002-T2	SLC31A2	9	115913222	115926417	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	54	26	FALSE	HETLOSS	PASS
HN002-T2	SLC32A1	20	37353105	37358015	FALSE	34	-0.0276157496237487	6	60500	62964366	1	2	1	1	2	1	62903866	1	554	20	2	FALSE	DIPLOID	PASS
HN002-T2	SLC33A1	3	155538813	155572245	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	133	2	FALSE	HETLOSS	PASS
HN002-T2	SLC34A1	5	176806236	176825849	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	78	13	FALSE	DIPLOID	PASS
HN002-T2	SLC34A2	4	25649633	25680370	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	123	23	FALSE	DIPLOID	PASS
HN002-T2	SLC34A3	9	140125209	140131006	FALSE	20	-0.787942861713592	2	124021254	140806250	0.832694036054616	1	0	0.832694036054616	1	0	16784996	1	286	24	3	FALSE	HETLOSS	PASS
HN002-T2	SLC35A1	6	88180341	88222054	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	167	49	FALSE	GAIN	PASS
